Student_ID,Age,Gender,Department,Study_Hours,Attendance,Assignments,Exam_Score,Result,Grade,Placement,LPA
ST294,18.0,Male,Information Technology,,85.0,16.0,150.0,Pass,A,Placed,5.81
ST295,17.0,Female ,Electronics,1.0,88.0,6.0,105.0,Fail,F,Not Placed,0.0
ST296,18.0,,Computer Science,8.0,86.0,16.0,74.0,Pass,A,Not Placed,0.0
ST297,19.0,Female,Computer Science,9.0,80.0,19.0,92.0,Pass ,A+,Placed,19.43
ST298,18.0,Male,Mechanical,9.0,81.0,20.0,94.0,Pass,A+,Placed,14.97
ST299,19.0,Male,,6.0,82.0,18.0,82.0,Pass,A+,Placed,7.4
ST300,17.0,Male,Computer Science,3.0,81.0,13.0,54.0,Pass,C,Placed,4.26
ST204,,Female,Electronics,8.0,86.0,19.0,90.0,Pass,A+,Placed,10.63
ST267,,Male,Computer Science,7.0,66.0,19.0,77.0,Pass,A,Placed,6.51
ST153,,Male,Electronics,8.0,79.0,19.0,85.0,Pass,A+,Placed,9.06
ST010,150.0,Male,Electronics,4.0,89.0,10.0,45.0,Pass,D,Not Placed,0.0
ST234,,Male,Computer Science,3.0,105.0,7.0,46.0,Pass,D,Not Placed,0.0
ST227,,Male,Computer Science,2.0,98.0,9.0,46.0,Pass,D,Not Placed,0.0
ST197,,Male,Mechanical,3.0,98.0,8.0,46.0,Pass,D,Not Placed,0.0
ST110,,,Electronics,5.0,67.0,12.0,54.0,Pass,C,Not Placed,0.0
ST006,,Female, Information Technology,8.0,,20.0,91.0,Pass,A+,Placed,16.19
ST176,,Female,Computer Science,5.0,81.0,14.0,-10.0,Pass,B,Placed,5.66
